#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00000843|Aalpi_chr_2:4185875..4190285#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000844|Aalpi_chr_2:13576752..13583472#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000844|Aalpi_chr_5:16989215..16995933#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000844|Aalpi_chr_5:21508114..21514838#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000844|Aalpi_chr_6:2648619..2655231#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000844|Aalpi_chr_6:6690468..6697221#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000844|Aalpi_chr_7:28630710..28637431#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000844|Aalpi_chr_7:30810695..30817420#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000847|Aalpi_chr_4:49665363..49659075#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000848|Aalpi_chr_4:29254953..29262532#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00000849|Aalpi_chr_2:34867629..34869667#LTR/unknown	LTR	Copia	Ivana	no	+	GAG|Ivana
TE_00000855|Aalpi_chr_6:11452081..11458830#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000856|Aalpi_chr_5:19897572..19910770#LTR/unknown	LTR	Copia	Tork	no	?	RH|Tork RT|Tork INT|Tork PROT|Tork GAG|Athila
TE_00000858|Aalpi_chr_3:20073028..20079308#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000858|Aalpi_chr_4:47988039..47994326#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000858|Aalpi_chr_6:18510076..18516342#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000858|Aalpi_chr_6:7259623..7266095#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000860|Aalpi_chr_1:18283521..18288157#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000861|Aalpi_chr_2:31024613..31036462#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000865|Aalpi_chr_1:4775330..4780253#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000865|Aalpi_chr_2:2593888..2598939#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000865|Aalpi_chr_7:38386115..38391271#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000866|Aalpi_chr_7:41454666..41458654#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana INT|Ivana
TE_00000867|Aalpi_chr_1:12522767..12527116#LTR/Copia	LTR	Copia	Tork	no	-	GAG|Tork PROT|Tork
TE_00000867|Aalpi_chr_1:24191850..24196320#LTR/Copia	LTR	Copia	Tork	no	+	GAG|Tork PROT|Tork
TE_00000867|Aalpi_chr_5:26448334..26452835#LTR/Copia	LTR	Copia	Tork	no	-	GAG|Tork PROT|Tork RT|Tork
TE_00000868|Aalpi_chr_6:896282..901448#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000868|Aalpi_chr_7:43865074..43870257#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000872|Aalpi_chr_5:26876358..26881000#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000872|Aalpi_chr_6:17175975..17180627#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000872|Aalpi_chr_7:24543548..24545227#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
TE_00000878|Aalpi_chr_1:15504051..15509482#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00000878|Aalpi_chr_2:27406367..27411828#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00000880|Aalpi_chr_3:21760968..21765913#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000880|Aalpi_chr_3:21760968..21765924#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000880|Aalpi_chr_5:5781716..5786674#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000884|Aalpi_chr_4:34858443..34869256#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000885|Aalpi_chr_3:20812313..20817190#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000896|Aalpi_chr_4:43871949..43876934#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000898|Aalpi_chr_2:17877593..17889890#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000899|Aalpi_chr_7:36630329..36637690#LTR/unknown	LTR	Gypsy	Tekay	no	+	RT|Tekay CHD|Tekay
TE_00000900|Aalpi_chr_7:14741590..14746458#DNA/DTM	LTR	Gypsy	CRM	no	+	GAG|CRM
TE_00000901|Aalpi_chr_1:13159504..13163283#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00000901|Aalpi_chr_2:1240625..1244351#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00000901|Aalpi_chr_6:7366840..7370481#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00000901|Aalpi_chr_7:36313759..36317585#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00000902|Aalpi_chr_1:7783288..7797604#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000902|Aalpi_chr_1:7787323..7794817#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00000902|Aalpi_chr_6:3469659..3477311#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00000902|Aalpi_chr_7:25300677..25308143#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00000902|Aalpi_chr_7:25381493..25388969#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00000903|Aalpi_chr_7:13164091..13169262#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00000906|Aalpi_chr_2:31324160..31335612#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000906|Aalpi_chr_2:32240962..32252420#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000906|Aalpi_chr_4:10143235..10154474#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000906|Aalpi_chr_7:37806839..37817842#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000906|Aalpi_chr_7:38000748..38012060#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000908|Aalpi_chr_4:16733375..16738925#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000910|Aalpi_chr_3:19820917..19825937#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000911|Aalpi_chr_4:23413496..23418775#LTR/unknown	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00000914|Aalpi_chr_1:21997728..21995349#DNA/Helitron	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00000918|Aalpi_chr_7:26774559..26786420#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000924|Aalpi_chr_3:22536896..22541749#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000926|Aalpi_chr_4:14341383..14346140#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000928|Aalpi_chr_1:26579425..26582473#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina
TE_00000929|Aalpi_chr_1:14565118..14569106#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00000930|Aalpi_chr_1:22134904..22139265#LTR/Copia	LTR	Copia	Ale	no	-	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000930|Aalpi_chr_5:22947563..22951949#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000930|Aalpi_chr_7:13587608..13589839#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
TE_00000933|Aalpi_chr_2:23961522..23966189#LTR/Copia	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_2:30771272..30775785#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_3:20440757..20445427#LTR/unknown	LTR	Copia	TAR	no	+	PROT|TAR
TE_00000933|Aalpi_chr_3:20887644..20891574#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_3:26662139..26666669#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_3:4099549..4104235#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_4:18835229..18839564#LTR/unknown	LTR	Copia	TAR	no	+	PROT|TAR
TE_00000933|Aalpi_chr_4:35885546..35890233#LTR/unknown	LTR	Copia	TAR	no	+	PROT|TAR
TE_00000933|Aalpi_chr_4:36130605..36134560#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_4:40333926..40337891#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_5:9768687..9773124#LTR/unknown	LTR	Copia	TAR	no	+	PROT|TAR
TE_00000933|Aalpi_chr_6:26970593..26975073#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000933|Aalpi_chr_6:27715736..27719705#LTR/unknown	LTR	Copia	TAR	no	-	PROT|TAR
TE_00000935|Aalpi_chr_7:48341636..48346697#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000941|Aalpi_chr_5:25188280..25195654#LTR/Copia	LTR	Copia	TAR	no	+	RT|TAR RH|TAR PROT|TAR
TE_00000945|Aalpi_chr_4:29548926..29553950#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	INT|Tekay CHD|Tekay
TE_00000947|Aalpi_chr_7:9244855..9246536#LTR/Copia	LTR	Copia	Ale	no	-	RH|Ale
TE_00000948|Aalpi_chr_3:22712523..22717197#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000949|Aalpi_chr_4:39124570..39136150#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000949|Aalpi_chr_6:25633527..25645368#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000949|Aalpi_chr_7:32321727..32333469#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000949|Aalpi_chr_7:45309125..45320649#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000954|Aalpi_chr_7:37901075..37906201#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000955|Aalpi_chr_4:23626945..23632428#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00000956|Aalpi_chr_2:18990103..18994065#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000958|Aalpi_chr_1:10217530..10223263#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_1:29275783..29281516#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_1:29707577..29713308#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_1:9542297..9548012#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_2:16059873..16065608#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_2:2655666..2661387#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_2:2655672..2663430#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_2:34428627..34434330#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_3:17127116..17132814#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_3:4585802..4591527#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_3:9041572..9047304#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_4:15699920..15705648#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_4:28528930..28534879#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_4:34629519..34635079#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_4:46932843..46938543#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_4:9918879..9924606#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_4:9918901..9924600#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_5:26423534..26429190#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_5:5326564..5332292#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_5:7079766..7085497#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_6:19582266..19587047#LTR/Copia	LTR	Copia	Tork	no	-	GAG|Tork PROT|Tork INT|Tork RT|Tork
TE_00000958|Aalpi_chr_6:23856191..23861962#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_6:25163299..25169028#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_6:4589262..4594993#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_7:10923331..10929067#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_7:18443311..18449117#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_7:22409964..22414809#LTR/Copia	LTR	Copia	Tork	no	+	GAG|Tork PROT|Tork INT|Tork RT|Tork
TE_00000958|Aalpi_chr_7:31079539..31085337#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_7:33643950..33649681#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_7:38237325..38243047#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000958|Aalpi_chr_7:45082463..45088181#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000961|Aalpi_chr_5:4909530..4915168#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000962|Aalpi_chr_3:1295967..1301413#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000962|Aalpi_chr_5:25125254..25130705#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000962|Aalpi_chr_7:40007320..40012766#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000968|Aalpi_chr_7:29081430..29088274#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00000971|Aalpi_chr_4:30815737..30820731#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000974|Aalpi_chr_2:16239915..16246514#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000974|Aalpi_chr_4:29229360..29236050#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000974|Aalpi_chr_6:22180628..22187670#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000974|Aalpi_chr_7:22908577..22915493#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000978|Aalpi_chr_4:45874494..45877588#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana INT|Ivana RH|Ivana
TE_00000978|Aalpi_chr_7:47560854..47563972#LTR/Copia	LTR	Copia	Ivana	no	-	GAG|Ivana PROT|Ivana INT|Ivana RH|Ivana
TE_00000985|Aalpi_chr_7:10052390..10063583#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand
TE_00000993|Aalpi_chr_7:44130442..44138554#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand INT|Retand
TE_00000994|Aalpi_chr_6:12442593..12454767#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000998|Aalpi_chr_5:4928329..4932303#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	-	TPase|EnSpm_CACTA
TE_00001000|Aalpi_chr_1:3425170..3434758#LTR/Copia	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_2:8101374..8108331#LTR/Copia	LTR	Copia	Ikeros	yes	-	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_3:12357220..12362303#LTR/Copia	LTR	Copia	Ikeros	no	+	INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_4:16197260..16204160#LTR/Copia	LTR	Copia	Ikeros	no	-	GAG|Ikeros TPase|Tc1_Mariner PROT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_4:24670945..24677931#LTR/Copia	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_4:34610062..34617009#LTR/Copia	LTR	Copia	Ikeros	yes	-	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_7:12606141..12613077#LTR/Copia	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_7:16060173..16067090#LTR/Copia	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_7:22206580..22213527#LTR/Copia	LTR	Copia	Ikeros	yes	-	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001000|Aalpi_chr_7:32413155..32420114#LTR/Copia	LTR	Copia	Ikeros	yes	-	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001010|Aalpi_chr_2:4891020..4894262#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00001013|Aalpi_chr_2:16068889..16073458#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM RH|CRM
TE_00001015|Aalpi_chr_7:18844699..18851606#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001019|Aalpi_chr_2:27217666..27222641#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001020|Aalpi_chr_4:17151764..17155194#LTR/unknown	LTR	Gypsy	Reina	no	+	PROT|Reina
TE_00001021|Aalpi_chr_4:23841760..23849329#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00001025|Aalpi_chr_7:13528433..13533298#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001032|Aalpi_chr_2:10936131..10942858#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:15151182..15157946#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:16469946..16477119#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:19193722..19200486#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:22970866..22977590#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:23879512..23886170#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:25144235..25151010#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:28404853..28411427#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:28921739..28928461#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:3252730..3259444#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_2:8783897..8790658#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_3:18471573..18478430#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_3:20959136..20965785#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_3:22469285..22476015#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_3:23425719..23432490#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_3:2889136..2895746#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_4:26162521..26169362#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_4:35009201..35015788#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_4:37698555..37705293#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_4:45899089..45905786#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_4:50191357..50198150#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_5:13067476..13074042#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001032|Aalpi_chr_5:14379920..14386713#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
