#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00001593|Bnigr_chr_4:15497957..15502666#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001596|Bnigr_chr_4:23292307..23299410#LTR/unknown	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00001599|Bnigr_chr_2:22055472..22046202#DNA/Helitron	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00001602|Bnigr_chr_6:8322939..8328194#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001603|Bnigr_chr_1:36250393..36255105#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001606|Bnigr_chr_8:50686711..50691289#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001608|Bnigr_chr_8:44923761..44928615#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001609|Bnigr_chr_2:17251269..17258424#LTR/unknown	LTR	Gypsy	Retand	no	+	PROT|Retand RT|Retand
TE_00001613|Bnigr_chr_2:5168371..5173072#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001621|Bnigr_chr_1:2652023..2657179#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001624|Bnigr_chr_5:15850544..15854616#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00001625|Bnigr_chr_6:12681429..12684705#DNA/DTM	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00001627|Bnigr_chr_7:8484559..8495158#LTR/Gypsy	LTR	Gypsy	Retand	no	+	PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00001635|Bnigr_chr_3:24015264..24021096#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001645|Bnigr_chr_3:43980083..43988959#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001645|Bnigr_chr_5:18311507..18320389#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001646|Bnigr_chr_2:2373101..2378514#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001646|Bnigr_chr_3:40555996..40561430#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001651|Bnigr_chr_1:19954779..19960236#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001654|Bnigr_chr_5:46133728..46139001#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001655|Bnigr_chr_2:18929946..18931738#LTR/Gypsy	LTR	Gypsy	Reina	no	-	INT|Reina CHD|Reina
TE_00001657|Bnigr_chr_4:8220903..8224899#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00001663|Bnigr_chr_5:28685725..28692494#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001663|Bnigr_chr_5:46370913..46377272#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00001666|Bnigr_chr_8:35812537..35822246#DNA/Helitron	LINE	unknown	unknown	unknown	-	ENDO|LINE RT|LINE
TE_00001668|Bnigr_chr_1:21337761..21342668#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001670|Bnigr_chr_8:23780579..23783223#LTR/Gypsy	LTR	Gypsy	CRM	no	-	PROT|CRM RT|CRM INT|CRM
TE_00001676|Bnigr_chr_5:18334511..18339129#DNA/Helitron	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00001683|Bnigr_chr_6:16125516..16131412#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca RH|Bianca
TE_00001684|Bnigr_chr_7:7221127..7225819#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001685|Bnigr_chr_2:8774197..8785978#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001688|Bnigr_chr_5:43520550..43525373#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001688|Bnigr_chr_5:43520558..43525355#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001689|Bnigr_chr_2:44936..51052#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001689|Bnigr_chr_5:16336318..16342370#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001689|Bnigr_chr_5:45550769..45556845#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001689|Bnigr_chr_6:30447653..30453715#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001689|Bnigr_chr_8:16405064..16411146#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001692|Bnigr_chr_7:27667789..27670205#LTR/unknown	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00001694|Bnigr_chr_6:12061601..12066262#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001694|Bnigr_chr_8:48244171..48248830#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001700|Bnigr_chr_1:23888905..23892124#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00001711|Bnigr_chr_1:34513586..34520940#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00001715|Bnigr_chr_5:29586959..29590826#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale RT|Ale RH|Ale
TE_00001724|Bnigr_chr_4:19192994..19182581#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron
TE_00001727|Bnigr_chr_5:19495298..19482204#DNA/Helitron	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00001727|Bnigr_chr_6:21771626..21762432#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
TE_00001730|Bnigr_chr_7:17231613..17236728#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001730|Bnigr_chr_8:17765340..17770469#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001730|Bnigr_chr_8:28766927..28772001#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001735|Bnigr_chr_6:18122742..18135462#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
TE_00001745|Bnigr_chr_7:8760066..8762842#LTR/unknown	LTR	Copia	Ale	no	-	GAG|Ale PROT|Ale INT|Ale RH|Ale
TE_00001749|Bnigr_chr_1:39019396..39025049#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM
TE_00001749|Bnigr_chr_4:13933461..13938786#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM
TE_00001750|Bnigr_chr_3:15603229..15607902#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001752|Bnigr_chr_2:946421..951634#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001756|Bnigr_chr_1:25321743..25326866#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila
TE_00001759|Bnigr_chr_2:10975768..10982679#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00001761|Bnigr_chr_5:35809310..35813680#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
TE_00001763|Bnigr_chr_7:27661777..27666489#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001771|Bnigr_chr_2:2284287..2289468#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001773|Bnigr_chr_7:14731662..14736357#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001777|Bnigr_chr_5:37302957..37313770#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila RH|Athila INT|Athila
TE_00001778|Bnigr_chr_3:36909923..36904956#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
TE_00001785|Bnigr_chr_4:38089044..38094330#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001787|Bnigr_chr_6:17446684..17454831#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand aRH|Retand INT|Retand
TE_00001793|Bnigr_chr_2:24643450..24648069#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001793|Bnigr_chr_5:3335896..3338850#LTR/Copia	LTR	Copia	Ivana	no	-	GAG|Ivana RT|Ivana RH|Ivana
TE_00001793|Bnigr_chr_8:29812733..29817394#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001797|Bnigr_chr_1:32802672..32807171#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
TE_00001798|Bnigr_chr_3:29201815..29205640#LTR/unknown	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana
TE_00001799|Bnigr_chr_5:25732333..25738606#LTR/Gypsy	LTR	Gypsy	Tekay	no	-	PROT|Tekay
TE_00001802|Bnigr_chr_2:9032332..9038972#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001810|Bnigr_chr_7:24304570..24309350#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001811|Bnigr_chr_1:33586225..33591005#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001812|Bnigr_chr_5:37113517..37127379#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina RT|Reina
TE_00001812|Bnigr_chr_5:37113731..37119204#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001812|Bnigr_chr_5:37119565..37131627#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina PROT|Reina RT|Reina CHD|Reina INT|Reina
TE_00001812|Bnigr_chr_5:37120670..37126143#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001813|Bnigr_chr_5:43790394..43799417#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001816|Bnigr_chr_2:1142317..1147149#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001820|Bnigr_chr_2:31433893..31439013#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001832|Bnigr_chr_1:26695617..26700346#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001833|Bnigr_chr_8:36093440..36096814#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00001834|Bnigr_chr_2:19693627..19706117#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00001834|Bnigr_chr_4:28139911..28151810#LTR/Gypsy	LTR	Gypsy	Athila	yes	-	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00001834|Bnigr_chr_4:31850334..31862697#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00001835|Bnigr_chr_4:15685774..15690940#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001835|Bnigr_chr_7:3531619..3536773#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001836|Bnigr_chr_4:37183775..37197000#LTR/Gypsy	LTR	Gypsy	Athila	yes	-	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00001839|Bnigr_chr_2:17916131..17920891#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001839|Bnigr_chr_8:28506880..28511592#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001846|Bnigr_chr_7:4700350..4705136#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001850|Bnigr_chr_4:42940786..42947507#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00001851|Bnigr_chr_5:11542923..11544660#LTR/Copia	LTR	Copia	Ale	no	-	RT|Ale RH|Ale
TE_00001858|Bnigr_chr_6:13989403..13993881#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001859|Bnigr_chr_1:33336707..33341511#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001863|Bnigr_chr_6:18369895..18377723#LTR/Copia	LTR	Copia	Ikeros	yes	-	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00001864|Bnigr_chr_5:28133196..28137366#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00001874|Bnigr_chr_8:43099377..43104526#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001877|Bnigr_chr_5:4470550..4475282#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001877|Bnigr_chr_8:33397802..33402532#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001882|Bnigr_chr_6:23001145..23007173#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001884|Bnigr_chr_4:26246986..26259990#DNA/Helitron	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001885|Bnigr_chr_2:24380924..24386047#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00001886|Bnigr_chr_5:49644252..49649076#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001888|Bnigr_chr_2:10288031..10292775#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001889|Bnigr_chr_5:49517323..49520840#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
TE_00001894|Bnigr_chr_8:38526418..38529050#DNA/DTC	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00001895|Bnigr_chr_6:8555035..8560028#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001896|Bnigr_chr_5:42691407..42696074#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001896|Bnigr_chr_8:21825364..21830028#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001900|Bnigr_chr_5:34215673..34222238#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca
TE_00001903|Bnigr_chr_4:33984115..33987168#LTR/unknown	LTR	Gypsy	Reina	no	+	GAG|Reina
TE_00001906|Bnigr_chr_1:5353972..5363086#LTR/Copia	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001906|Bnigr_chr_2:31411085..31420191#LTR/Copia	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001906|Bnigr_chr_5:17959862..17968952#LTR/Copia	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001906|Bnigr_chr_5:18350864..18360337#LTR/Copia	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001906|Bnigr_chr_5:31885335..31894417#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001906|Bnigr_chr_5:36346821..36355966#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001906|Bnigr_chr_5:37614489..37623595#LTR/Copia	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001906|Bnigr_chr_8:43130991..43140122#LTR/Copia	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00001907|Bnigr_chr_2:19608080..19612294#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale
TE_00001912|Bnigr_chr_5:46574108..46582061#LTR/Copia	LTR	Copia	Ivana	no	+	PROT|Ivana INT|Ivana RT|Ivana GAG|Ivana
TE_00001913|Bnigr_chr_7:13011024..13015314#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001915|Bnigr_chr_3:28725574..28732673#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001916|Bnigr_chr_3:18182718..18188888#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001916|Bnigr_chr_3:19611355..19617488#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001916|Bnigr_chr_5:9666932..9673123#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001916|Bnigr_chr_6:26428820..26434793#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001916|Bnigr_chr_6:32836571..32842741#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001916|Bnigr_chr_7:19181861..19188013#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001916|Bnigr_chr_8:26974733..26981480#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001918|Bnigr_chr_2:6897795..6902673#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001926|Bnigr_chr_3:20479294..20484623#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00001929|Bnigr_chr_2:4916389..4921636#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001929|Bnigr_chr_8:26118803..26124039#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001934|Bnigr_chr_8:19293732..19298540#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001936|Bnigr_chr_3:17427824..17432971#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001940|Bnigr_chr_8:21237716..21242315#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001950|Bnigr_chr_3:28155783..28161190#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001954|Bnigr_chr_2:33478982..33480483#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
TE_00001955|Bnigr_chr_3:36279721..36286518#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001957|Bnigr_chr_3:21103160..21114424#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001957|Bnigr_chr_3:26367821..26381954#LTR/Gypsy	LTR	Gypsy	Retand	yes	?	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand CHDCR|CRM
TE_00001957|Bnigr_chr_3:27300427..27311660#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001958|Bnigr_chr_3:31536332..31542015#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001960|Bnigr_chr_1:33276034..33280574#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001960|Bnigr_chr_4:29152864..29157394#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001964|Bnigr_chr_7:26541185..26546326#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001967|Bnigr_chr_2:31793591..31798526#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001967|Bnigr_chr_6:12848031..12852960#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001968|Bnigr_chr_6:10391908..10396739#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001970|Bnigr_chr_5:20141850..20145633#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00001971|Bnigr_chr_4:11419871..11422994#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00001973|Bnigr_chr_8:40230124..40233561#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00001980|Bnigr_chr_4:16970273..16975630#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001987|Bnigr_chr_7:15424015..15426309#LTR/Copia	LTR	Copia	Ale	no	-	RT|Ale RH|Ale
TE_00001989|Bnigr_chr_1:23210800..23214043#LTR/unknown	LTR	Gypsy	CRM	no	-	CHDCR|CRM
TE_00001989|Bnigr_chr_3:26375427..26378257#LTR/unknown	LTR	Gypsy	CRM	no	-	CHDCR|CRM
TE_00001989|Bnigr_chr_8:32421602..32424456#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00001991|Bnigr_chr_1:4284456..4288356#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00001991|Bnigr_chr_7:37560636..37564536#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00001993|Bnigr_chr_8:42787733..42792714#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001993|Bnigr_chr_8:48097470..48102467#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001994|Bnigr_chr_2:44338978..44341509#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00001996|Bnigr_chr_3:20178596..20183519#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002003|Bnigr_chr_4:39844586..39849289#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00002005|Bnigr_chr_8:44361641..44365515#LTR/unknown	LTR	Gypsy	CRM	no	+	RT|CRM CHDCR|CRM
TE_00002006|Bnigr_chr_6:4170911..4176661#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00002011|Bnigr_chr_6:20963737..20968392#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
