#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00000716|Asuec_chr_6:13448536..13460364#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:13545998..13557786#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:14261573..14273380#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:15909163..15924452#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:15909985..15921789#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000716|Asuec_chr_6:16621526..16633248#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000716|Asuec_chr_6:18287405..18299188#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:19071076..19082861#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:19478659..19490426#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:20816308..20828098#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:1929518..1941303#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:1975442..1987237#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:3262085..3273869#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:4114337..4126097#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:5481761..5493547#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:5959259..5971051#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:6034209..6046015#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:6776957..6786913#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_7:9867673..9879460#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:11943354..11955133#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:12090136..12101133#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:12105269..12116983#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:14235584..14247346#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:14824146..14835993#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:16366865..16379759#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:18243665..18255455#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_8:9307951..9319733#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000716|Asuec_chr_9:128781..140557#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_9:2085864..2097642#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_9:2133323..2145119#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_9:2271523..2283301#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_9:2911928..2923698#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_9:2911929..2923700#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_9:4066273..4078082#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_9:7076347..7088171#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000725|Asuec_chr_10:6833870..6852005#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
TE_00000726|Asuec_chr_7:4932555..4942782#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000728|Asuec_chr_10:7351146..7363904#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000729|Asuec_chr_10:7772534..7787148#DNA/Helitron	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00000774|Asuec_chr_11:11440718..11425671#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
TE_00000780|Asuec_chr_11:14495062..14504066#DNA/Helitron	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000810|Asuec_chr_12:5774535..5779021#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00000810|Asuec_chr_12:5774567..5778989#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00000827|Asuec_chr_12:15739824..15743234#DNA/DTT	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00000828|Asuec_chr_12:16284201..16290695#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE
TE_00000829|Asuec_chr_12:17052297..17032410#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
TE_00000843|Asuec_chr_13:3580169..3599773#DNA/Helitron	mixture	mixture	unknown	unknown	-	HEL2|Helitron GAG|Bianca
TE_00000846|Asuec_chr_13:4390091..4376821#DNA/Helitron	Helitron	unknown	unknown	unknown	-	HEL2|Helitron
TE_00000849|Asuec_chr_13:6244661..6255819#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000859|Asuec_chr_10:6915446..6927290#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000859|Asuec_chr_11:11959149..11970967#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000859|Asuec_chr_13:4467323..4478270#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000859|Asuec_chr_13:9304924..9316776#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000859|Asuec_chr_8:16488715..16500307#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000869|Asuec_chr_11:13904789..13913752#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000869|Asuec_chr_7:5971600..5980554#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000870|Asuec_chr_8:12006444..12013390#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000871|Asuec_chr_10:15326693..15333609#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000871|Asuec_chr_10:8436653..8447071#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000871|Asuec_chr_7:9123328..9133669#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000873|Asuec_chr_3:12752096..12759727#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00000873|Asuec_chr_3:12949686..12957311#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00000873|Asuec_chr_4:4914347..4922381#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00000883|Asuec_chr_7:8649616..8654650#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000884|Asuec_chr_13:1657836..1660936#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
TE_00000885|Asuec_chr_1:15220435..15230735#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000889|Asuec_chr_2:6893259..6898023#LTR/Copia	LTR	Copia	Ale	no	-	GAG|Ale INT|Ale RT|Ale RH|Ale
TE_00000895|Asuec_chr_11:15071934..15078044#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000897|Asuec_chr_7:12074551..12078168#LTR/Copia	LTR	Copia	Ale	no	+	INT|Ale RT|Ale RH|Ale
TE_00000899|Asuec_chr_9:6071821..6076093#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00000904|Asuec_chr_10:4741156..4747572#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000905|Asuec_chr_2:2654607..2660947#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000912|Asuec_chr_1:3308383..3313436#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000912|Asuec_chr_7:742356..747417#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000915|Asuec_chr_10:14439712..14443059#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina
TE_00000919|Asuec_chr_1:11190915..11195680#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000919|Asuec_chr_3:16705612..16710428#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000920|Asuec_chr_13:15812629..15817525#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000922|Asuec_chr_8:5446631..5447781#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
TE_00000928|Asuec_chr_2:10327551..10332293#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000931|Asuec_chr_10:8865276..8875277#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000936|Asuec_chr_5:13205415..13209424#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000943|Asuec_chr_1:14357354..14362554#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000947|Asuec_chr_8:13726163..13734773#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000947|Asuec_chr_9:3115476..3124109#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000950|Asuec_chr_13:10551781..10555216#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina
TE_00000952|Asuec_chr_8:12031991..12036717#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000953|Asuec_chr_13:4482124..4487518#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000967|Asuec_chr_2:16183920..16187859#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000968|Asuec_chr_3:15245947..15249831#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000969|Asuec_chr_4:1853537..1858829#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000973|Asuec_chr_5:11794094..11805491#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000979|Asuec_chr_10:9893888..9898796#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000982|Asuec_chr_12:14263452..14269144#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000982|Asuec_chr_7:5627361..5633051#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000982|Asuec_chr_7:6186224..6191874#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000982|Asuec_chr_7:6589696..6595386#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000982|Asuec_chr_8:13550211..13555843#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000987|Asuec_chr_9:994625..999471#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000990|Asuec_chr_12:15025482..15034822#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000990|Asuec_chr_9:4961529..4970178#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000996|Asuec_chr_1:1911916..1917225#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000996|Asuec_chr_11:18408304..18413585#LTR/Copia	LTR	Copia	Tork	no	+	GAG|Tork PROT|Tork INT|Tork RH|Tork
TE_00000996|Asuec_chr_5:14619562..14624781#LTR/Copia	LTR	Copia	Tork	no	+	GAG|Tork PROT|Tork RT|Tork RH|Tork
TE_00000999|Asuec_chr_11:11379507..11385397#LTR/Copia	LTR	Copia	Bianca	no	+	PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000999|Asuec_chr_6:11233884..11239242#LTR/Copia	LTR	Copia	Bianca	no	-	PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001001|Asuec_chr_9:14762198..14766787#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001005|Asuec_chr_11:11939372..11948154#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001006|Asuec_chr_9:5440046..5445756#LTR/unknown	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00001009|Asuec_chr_9:4925010..4929356#LTR/Gypsy	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
TE_00001010|Asuec_chr_13:5816277..5821680#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001013|Asuec_chr_5:12580062..12586751#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001014|Asuec_chr_6:9688589..9694268#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001023|Asuec_chr_1:5494603..5497113#LTR/Copia	LTR	Copia	Bianca	no	+	RT|Bianca RH|Bianca
TE_00001030|Asuec_chr_7:1959435..1964796#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001032|Asuec_chr_10:5913459..5919094#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001038|Asuec_chr_10:5175559..5184792#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00001040|Asuec_chr_11:13403420..13411454#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001042|Asuec_chr_10:7625323..7630218#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001043|Asuec_chr_3:12634913..12645558#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand RT|Retand RH|Retand INT|Retand
TE_00001044|Asuec_chr_11:17119644..17121993#LTR/unknown	LTR	Copia	Ivana	no	-	PROT|Ivana
TE_00001044|Asuec_chr_12:16495070..16497418#LTR/unknown	LTR	Copia	Ivana	no	+	PROT|Ivana
TE_00001044|Asuec_chr_6:18456140..18458484#LTR/unknown	LTR	Copia	Ivana	no	-	PROT|Ivana
TE_00001050|Asuec_chr_6:11662798..11667716#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001051|Asuec_chr_11:12466110..12470889#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM CHDCR|CRM
TE_00001054|Asuec_chr_10:3299771..3305998#LTR/Copia	LTR	Copia	Bianca	no	-	GAG|Bianca RT|Bianca RH|Bianca
TE_00001054|Asuec_chr_11:11855993..11861835#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca RH|Bianca
TE_00001068|Asuec_chr_12:17527517..17532053#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00001068|Asuec_chr_13:16087101..16091616#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00001070|Asuec_chr_11:17240130..17242039#LTR/unknown	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale RH|Ale
TE_00001071|Asuec_chr_12:10499930..10504718#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001072|Asuec_chr_10:6714256..6716638#LTR/unknown	LTR	Gypsy	Reina	no	-	GAG|Reina
TE_00001074|Asuec_chr_11:11846956..11851596#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001078|Asuec_chr_11:16694204..16697870#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00001078|Asuec_chr_7:15339876..15343546#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00001078|Asuec_chr_7:4458152..4461810#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00001078|Asuec_chr_7:620326..624006#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00001078|Asuec_chr_8:15542425..15546162#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00001082|Asuec_chr_12:11440056..11445271#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001083|Asuec_chr_13:4390092..4393289#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL2|Helitron
TE_00001084|Asuec_chr_8:4051108..4055758#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001093|Asuec_chr_12:7762622..7774097#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001093|Asuec_chr_13:11071677..11081840#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001093|Asuec_chr_7:5314564..5326018#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001093|Asuec_chr_8:6655644..6667240#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00001094|Asuec_chr_11:9649880..9654893#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001096|Asuec_chr_13:15267613..15273225#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00001099|Asuec_chr_1:873248..878120#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001099|Asuec_chr_13:2083377..2088248#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001101|Asuec_chr_3:20734005..20737044#DNA/Helitron	LTR	Copia	Ale	no	-	RH|Ale
TE_00001103|Asuec_chr_2:4084874..4091458#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001103|Asuec_chr_3:12115795..12122709#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001103|Asuec_chr_3:13320162..13327874#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001103|Asuec_chr_3:14957033..14964652#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001103|Asuec_chr_3:23302896..23310624#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001103|Asuec_chr_5:7507469..7515113#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001103|Asuec_chr_5:9850730..9858442#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00001105|Asuec_chr_3:12648007..12652497#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00001106|Asuec_chr_13:4132260..4138897#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001106|Asuec_chr_7:5512894..5519507#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00001106|Asuec_chr_7:7731501..7738163#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00001107|Asuec_chr_3:11270633..11276425#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001107|Asuec_chr_4:6682823..6688498#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00001111|Asuec_chr_2:6038999..6044178#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001114|Asuec_chr_5:10593194..10598385#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001124|Asuec_chr_10:3883386..3886428#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina CHD|Reina
TE_00001125|Asuec_chr_3:17139621..17141453#DNA/DTT	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00001134|Asuec_chr_12:929066..934375#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001135|Asuec_chr_3:11261746..11266837#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00001145|Asuec_chr_13:3361321..3366301#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00001146|Asuec_chr_10:13756428..13761244#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001146|Asuec_chr_10:9099061..9103877#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001146|Asuec_chr_11:899120..903936#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00001146|Asuec_chr_13:16010513..16015329#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
