#TE	Order	Superfamily	Clade	Complete	Strand	Domains
Iindi_chr_7:9329071..9335880#LTR/unknown|Iindi_chr_7:9329071..9335880#LTR/unknown	LTR	Gypsy	Tekay	no	-	INT|Tekay CHD|Tekay
Iindi_chr_7:9498196..9503345#LTR/Copia|Iindi_chr_7:9498196..9503345#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_7:9713704..9718399#LTR/Copia|Iindi_chr_7:9713704..9718399#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000034|Iindi_chr_1:16275011..16287433#DNA/Helitron	LTR	Copia	SIRE	no	-	GAG|SIRE
TE_00000046|Iindi_chr_1:20623100..20632992#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000046|Iindi_chr_1:24922974..24939751#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand INT|Tekay CHD|Tekay
TE_00000046|Iindi_chr_1:24927052..24936729#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000046|Iindi_chr_2:11175458..11185067#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00000046|Iindi_chr_2:22700970..22717161#LTR/Copia	LTR	Copia	Ale	no	?	GAG|Retand RH|Ale RT|Ale INT|Ale PROT|Retand
TE_00000046|Iindi_chr_5:12356800..12366820#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000046|Iindi_chr_7:18767279..18783872#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000046|Iindi_chr_7:18772942..18782912#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000046|Iindi_chr_7:22801858..22812365#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000051|Iindi_chr_1:26525190..26534259#DNA/Helitron	LTR	Copia	Bianca	no	?	RH|Bianca INT|Bianca PROT|Bianca GAG|Bianca RT|LINE
TE_00000058|Iindi_chr_1:31435517..31445847#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000065|Iindi_chr_1:32788317..32770385#DNA/Helitron	LINE	unknown	unknown	unknown	-	ENDO|LINE RT|LINE RH|LINE
TE_00000090|Iindi_chr_2:5901482..5883578#DNA/Helitron	LTR	Gypsy	Tekay	no	-	GAG|Tekay
TE_00000093|Iindi_chr_2:7867612..7883972#DNA/Helitron	LTR	Copia	TAR	no	-	INT|TAR RT|TAR RH|TAR
TE_00000100|Iindi_chr_2:14909850..14923143#DNA/Helitron	LTR	Copia	Ivana	no	+	RH|Ivana
TE_00000103|Iindi_chr_2:22249963..22258257#DNA/Helitron	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000118|Iindi_chr_2:28595748..28581894#DNA/Helitron	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000130|Iindi_chr_4:28884264..28893892#DNA/Helitron	LTR	Copia	Ale	no	+	RH|Ale
TE_00000142|Iindi_chr_3:8484232..8493445#DNA/Helitron	LTR	Copia	Tork	no	-	GAG|Tork
TE_00000144|Iindi_chr_3:10279801..10281417#DNA/DTH	LTR	Gypsy	Phygy	no	-	RH|Phygy
TE_00000144|Iindi_chr_4:4499862..4501481#DNA/DTH	LTR	Gypsy	Phygy	no	+	RH|Phygy
TE_00000164|Iindi_chr_6:23830455..23846788#DNA/Helitron	LTR	Copia	TAR	no	?	PROT|TAR INT|TAR RH|TAR RT|TAR
TE_00000208|Iindi_chr_4:10192224..10200964#DNA/Helitron	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
TE_00000215|Iindi_chr_4:13331195..13316130#DNA/Helitron	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|LINE
TE_00000222|Iindi_chr_4:21978954..21998413#DNA/Helitron	LTR	Copia	Bianca	yes	+	GAG|CRM CHDCR|CRM PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000223|Iindi_chr_4:23119375..23099420#DNA/Helitron	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000226|Iindi_chr_4:24650507..24634538#DNA/Helitron	LTR	Copia	TAR	no	?	RT|LINE ENDO|LINE GAG|TAR PROT|TAR INT|TAR
TE_00000230|Iindi_chr_4:27213215..27217455#DNA/DTC	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000243|Iindi_chr_5:1899803..1886003#DNA/Helitron	LINE	unknown	unknown	unknown	+	RT|LINE RH|LINE
TE_00000251|Iindi_chr_5:4975639..4980894#DNA/Helitron	LINE	unknown	unknown	unknown	+	ENDO|LINE
TE_00000256|Iindi_chr_5:8363995..8368990#DNA/DTT	LINE	unknown	unknown	unknown	-	RT|LINE
TE_00000257|Iindi_chr_5:2076777..2080730#LTR/Copia	LTR	Copia	Angela	no	-	RT|Angela RH|Angela
TE_00000260|Iindi_chr_5:14744261..14748423#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00000261|Iindi_chr_5:14936731..14926245#DNA/Helitron	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00000269|Iindi_chr_5:25339842..25351860#DNA/Helitron	LINE	unknown	unknown	unknown	+	ENDO|LINE RT|LINE
TE_00000274|Iindi_chr_1:9926774..9935027#DNA/Helitron	LINE	unknown	unknown	unknown	+	ENDO|LINE RT|LINE RH|LINE
TE_00000274|Iindi_chr_5:27212984..27193701#DNA/Helitron	LINE	unknown	unknown	unknown	-	RH|LINE ENDO|LINE RT|LINE
TE_00000277|Iindi_chr_5:28117064..28102893#DNA/Helitron	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000279|Iindi_chr_5:1536688..1546577#DNA/Helitron	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000312|Iindi_chr_6:8118648..8135902#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00000335|Iindi_chr_6:20681279..20667909#DNA/Helitron	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00000342|Iindi_chr_6:28109584..28120918#DNA/Helitron	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000345|Iindi_chr_6:29162427..29171004#DNA/Helitron	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000358|Iindi_chr_6:35859997..35861531#DNA/DTM	LINE	unknown	unknown	unknown	+	ENDO|LINE
TE_00000375|Iindi_chr_1:32148386..32167329#DNA/Helitron	LTR	Gypsy	Retand	no	?	CHDCR|CRM INT|Retand aRH|Retand RT|Retand
TE_00000385|Iindi_chr_7:12934980..12939019#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00000389|Iindi_chr_7:14465032..14446647#DNA/Helitron	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000391|Iindi_chr_7:14533851..14520037#DNA/Helitron	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000401|Iindi_chr_7:20135658..20143248#DNA/Helitron	mixture	mixture	unknown	unknown	+	RT|Ale TPase|PIF_Harbinger
TE_00000411|Iindi_chr_7:31534011..31525618#DNA/Helitron	LTR	Copia	Lyco	no	+	RH|Lyco
TE_00000422|Iindi_chr_1:36645552..36648591#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000422|Iindi_chr_2:11252616..11255636#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00000423|Iindi_chr_3:8646250..8653467#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000429|Iindi_chr_5:16124451..16130028#DNA/Helitron	LTR	Gypsy	CRM	no	+	INT|CRM CHDCR|CRM
TE_00000434|Iindi_chr_7:28373468..28378225#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000437|Iindi_chr_7:23552288..23565532#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000442|Iindi_chr_1:25882679..25888621#LTR/unknown	LTR	Gypsy	Retand	no	+	PROT|Retand GAG|Retand
TE_00000442|Iindi_chr_2:15388560..15396741#LTR/Gypsy	LTR	Gypsy	Retand	no	+	PROT|Retand
TE_00000444|Iindi_chr_4:20446018..20464606#DNA/Helitron	LINE	unknown	unknown	unknown	?	RT|LINE ENDO|LINE TPase|MuDR_Mutator PROT|pararetrovirus HEL2|Helitron
TE_00000448|Iindi_chr_1:21127038..21136347#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_1:23466959..23476890#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_1:24113142..24125866#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_1:26160558..26170539#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_1:28818135..28833405#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_2:14644877..14654508#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_2:14739516..14748917#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_2:15969067..15984113#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_2:16392897..16400787#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_2:16525645..16535632#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_2:21281557..21291568#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_3:11143292..11152886#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_3:12840935..12850463#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_3:14931437..14941188#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_3:16797556..16813236#LTR/Gypsy	LTR	Gypsy	mixture	no	-	GAG|Athila PROT|Retand
TE_00000448|Iindi_chr_3:6138534..6154804#LTR/unknown	LTR	Copia	Angela	no	+	GAG|Angela INT|Angela PROT|Retand RT|Angela RH|Angela
TE_00000448|Iindi_chr_3:6142716..6151824#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_4:19641521..19649717#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_4:19786042..19795646#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_4:27755320..27771962#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_4:28956093..28966001#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_5:10952846..10962464#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_5:13425578..13435237#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_5:21499486..21509099#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_5:21548764..21558443#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_6:21112095..21121716#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_6:23742742..23760315#LTR/Gypsy	LTR	Gypsy	mixture	no	+	GAG|Athila PROT|Retand
TE_00000448|Iindi_chr_6:23746370..23756651#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_6:23968636..23978634#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_6:24173647..24183509#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_6:27295390..27305380#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_6:28883139..28892250#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_6:29595291..29604702#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_7:22404579..22415057#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_7:23594799..23604771#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_7:23750019..23760350#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000448|Iindi_chr_7:34128680..34138330#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00000450|Iindi_chr_3:19326171..19329937#LTR/Gypsy	LTR	Gypsy	Reina	no	+	PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000460|Iindi_chr_1:14350557..14357396#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_1:15916076..15922789#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_1:20287241..20294089#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_1:27096296..27103132#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_1:27722381..27729198#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_1:31666835..31673786#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_2:11519957..11526896#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_2:16487824..16494613#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_2:18945751..18952501#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_2:26201727..26208541#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:1385692..1392493#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:14587625..14594485#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:16756485..16763318#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:1917704..1924529#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:30697466..30704292#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:3123256..3130071#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:458259..465092#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:6819820..6826735#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_3:7584917..7591775#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_4:12830705..12837533#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_4:26299759..26306613#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_4:28627867..28634662#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_4:29986547..29993411#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_4:30799546..30806353#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_4:32855970..32862778#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_5:10030105..10040795#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_5:10033996..10040795#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_5:15115984..15122769#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_5:19003786..19010778#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_5:23381860..23388860#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_5:27060035..27066861#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_6:18959123..18966065#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_6:24031331..24038178#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_6:30592225..30599175#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:11820194..11827119#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:14522823..14529778#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:22551715..22558647#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:24647902..24654735#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:27987417..27994544#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:30940118..30946936#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:31358920..31365758#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:32478325..32485136#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:32575214..32588321#LTR/unknown	LTR	mixture	unknown	unknown	-	PROT|Athila GAG|Bianca
TE_00000460|Iindi_chr_7:32581493..32588311#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:35909100..35915928#LTR/unknown	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:36374402..36381312#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:36414483..36421308#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000460|Iindi_chr_7:9694004..9700947#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000462|Iindi_chr_5:13637653..13643408#LTR/unknown	LTR	Gypsy	CRM	no	-	CHDCR|CRM
TE_00000463|Iindi_chr_1:13101549..13106541#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000463|Iindi_chr_5:16460792..16465782#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000466|Iindi_chr_1:22414418..22421359#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000466|Iindi_chr_2:15685424..15692295#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000466|Iindi_chr_2:15710961..15718023#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000466|Iindi_chr_2:18890550..18902107#LTR/unknown	LTR	Copia	Ivana	yes	?	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana CHDCR|CRM RH|Ivana
TE_00000466|Iindi_chr_2:18894386..18901357#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000466|Iindi_chr_3:7430019..7436915#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000466|Iindi_chr_5:13498478..13505294#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000466|Iindi_chr_6:23590458..23597513#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000466|Iindi_chr_7:19654619..19661554#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000474|Iindi_chr_1:14725650..14731044#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	+	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_1:31877698..31883119#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	+	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_2:33331741..33337144#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	-	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_3:12518463..12523866#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	-	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_3:26797530..26802933#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	+	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_4:31052864..31058214#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	+	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_4:31569824..31575221#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	+	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_5:13659035..13664345#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	-	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_5:29542618..29548021#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	+	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000474|Iindi_chr_7:126692..132095#LTR/Gypsy	LTR	Gypsy	Galadriel	yes	-	GAG|Galadriel PROT|Galadriel RT|Galadriel RH|Galadriel INT|Galadriel CHD|Galadriel
TE_00000476|Iindi_chr_6:4782185..4786744#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000483|Iindi_chr_5:32099855..32105020#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000483|Iindi_chr_6:9671387..9676553#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000483|Iindi_chr_7:9796206..9800994#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000486|Iindi_chr_3:8742502..8746251#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000487|Iindi_chr_2:18184794..18191588#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000490|Iindi_chr_2:10894268..10900369#LTR/unknown	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca
TE_00000491|Iindi_chr_5:2821338..2826298#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000494|Iindi_chr_6:15782428..15787317#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000496|Iindi_chr_7:8622878..8624528#LTR/Copia	LTR	Copia	Ale	no	-	GAG|Ale RH|Ale
TE_00000501|Iindi_chr_5:18856052..18861558#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000503|Iindi_chr_1:35825766..35832118#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000503|Iindi_chr_2:26218041..26224395#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000503|Iindi_chr_3:22651661..22657979#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000503|Iindi_chr_4:10082671..10089002#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
