#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00000572|Echei_chr_7:2505776..2512808#LTR/Copia	LTR	Copia	Angela	no	-	GAG|Angela PROT|Angela INT|Angela RT|Angela
TE_00000574|Echei_chr_1:3627948..3634082#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_1:735126..741316#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_1:8571319..8577441#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_2:3372095..3378179#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_2:3411463..3417523#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_3:8044400..8050524#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_4:2510403..2516433#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_5:155901..161941#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_5:21257000..21263075#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_5:254433..260464#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_5:8963155..8969258#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000574|Echei_chr_6:9707816..9720930#LTR/Copia	LTR	Copia	Tork	no	+	PROT|Tork INT|Tork GAG|Angela RT|Tork RH|Tork
TE_00000574|Echei_chr_7:2943799..2949933#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000584|Echei_chr_4:7959274..7962334#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000584|Echei_chr_8:10190130..10193196#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000587|Echei_chr_4:13394595..13401663#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000587|Echei_chr_6:7406421..7413496#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila
TE_00000587|Echei_chr_7:7110546..7117629#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000591|Echei_chr_7:6816867..6821570#DNA/DTT	TIR	Tc1_Mariner	unknown	unknown	-	TPase|Tc1_Mariner
TE_00000596|Echei_chr_2:6243875..6252327#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000602|Echei_chr_1:22546776..22552297#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000604|Echei_chr_7:15366793..15372461#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000605|Echei_chr_3:6323255..6334818#LTR/Copia	LTR	Copia	Bianca	no	?	RH|Bianca RT|Bianca INT|Bianca PROT|Ale GAG|Bianca
TE_00000605|Echei_chr_3:6326714..6332526#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000605|Echei_chr_5:13518499..13524190#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000605|Echei_chr_8:3841764..3847602#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000610|Echei_chr_5:7753163..7757720#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000612|Echei_chr_1:3762611..3768394#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000612|Echei_chr_7:3587955..3591820#LTR/Copia	LTR	Copia	Tork	no	-	RT|Tork RH|Tork
TE_00000616|Echei_chr_2:3578126..3582720#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000619|Echei_chr_1:8148935..8155920#LTR/unknown	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000623|Echei_chr_6:3911396..3923010#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000623|Echei_chr_6:7915180..7925421#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000623|Echei_chr_7:4041479..4051695#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000624|Echei_chr_8:4114061..4097878#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron
TE_00000626|Echei_chr_4:17825159..17829799#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000628|Echei_chr_3:6164616..6172108#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00000629|Echei_chr_4:15927496..15943245#LTR/Copia	LTR	Copia	Ale	no	?	PROT|Ale INT|Ale RT|Ale RH|Ale GAG|Ale
TE_00000629|Echei_chr_6:9096807..9101938#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000629|Echei_chr_8:10286240..10296440#LTR/Copia	LTR	Copia	TAR	no	-	GAG|Ale RT|Ale RH|TAR PROT|TAR INT|TAR
TE_00000630|Echei_chr_6:3594914..3599984#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000632|Echei_chr_7:5254800..5265334#LTR/Gypsy	LTR	Gypsy	Athila	yes	-	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00000642|Echei_chr_2:1819601..1824225#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000646|Echei_chr_2:3874620..3880863#LTR/unknown	LTR	Gypsy	Athila	no	-	GAG|Athila
TE_00000646|Echei_chr_2:5308410..5315451#LTR/Gypsy	LTR	Gypsy	Athila	no	+	PROT|Athila
TE_00000646|Echei_chr_3:8081853..8089443#LTR/unknown	LTR	Gypsy	Athila	no	-	PROT|Athila GAG|Athila
TE_00000646|Echei_chr_5:10210625..10218065#LTR/unknown	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000646|Echei_chr_7:5499371..5506650#LTR/Gypsy	LTR	Gypsy	Athila	no	+	PROT|Athila
TE_00000646|Echei_chr_7:5853111..5860802#LTR/unknown	LTR	Gypsy	Athila	no	-	GAG|Athila
TE_00000646|Echei_chr_8:7923763..7930595#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000654|Echei_chr_5:5590155..5594779#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000654|Echei_chr_5:5590155..5594794#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000656|Echei_chr_1:10021774..10036364#LTR/Copia	LTR	Copia	Angela	no	-	RH|Angela GAG|Angela PROT|Angela INT|Angela RT|Angela
TE_00000656|Echei_chr_1:10022707..10029957#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_1:5284902..5298480#LTR/Copia	LTR	Copia	Bianca	no	?	GAG|Bianca INT|Bianca RT|Angela PROT|Angela RH|Bianca
TE_00000656|Echei_chr_1:5289426..5296732#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_1:6648532..6654931#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_1:8812332..8819612#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_1:9869476..9876832#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_1:9954788..9967575#LTR/Copia	LTR	Copia	Angela	no	+	INT|Angela RT|Angela GAG|Angela PROT|Angela RH|Angela
TE_00000656|Echei_chr_1:9959127..9966433#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_2:4814356..4821577#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_2:8844623..8851943#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_3:5902831..5910003#LTR/Copia	LTR	Copia	Angela	no	-	GAG|Angela PROT|Angela INT|Angela RH|Angela
TE_00000656|Echei_chr_3:6906909..6914188#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_4:12746892..12754171#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_4:14907937..14915191#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_4:14974980..14982290#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_5:15383003..15390319#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_6:4458259..4465566#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_6:4571759..4579066#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_6:9077190..9084487#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_6:9153320..9171620#LTR/unknown	LTR	Copia	Angela	no	?	GAG|Athila RH|Angela RT|Angela INT|Angela PROT|Athila
TE_00000656|Echei_chr_6:9156835..9164118#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_8:4319905..4327233#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000656|Echei_chr_8:9190483..9197789#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000658|Echei_chr_6:5310010..5318895#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00000660|Echei_chr_7:9184127..9186722#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00000662|Echei_chr_3:5505211..5511494#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000662|Echei_chr_3:8454258..8460541#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000662|Echei_chr_3:8464744..8470820#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000662|Echei_chr_3:8801762..8808045#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000662|Echei_chr_5:14778764..14785045#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000664|Echei_chr_1:7713004..7718357#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000671|Echei_chr_7:5160136..5165248#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000673|Echei_chr_7:1133742..1139256#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000673|Echei_chr_8:13651395..13656908#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000679|Echei_chr_4:17316842..17322847#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000680|Echei_chr_3:4083813..4096706#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000682|Echei_chr_4:16376465..16381202#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000691|Echei_chr_3:11822211..11828210#LTR/Copia	LTR	Copia	TAR	yes	-	GAG|TAR PROT|TAR INT|TAR RT|TAR RH|TAR
TE_00000691|Echei_chr_4:3732508..3738511#LTR/Copia	LTR	Copia	TAR	yes	-	GAG|TAR PROT|TAR INT|TAR RT|TAR RH|TAR
TE_00000697|Echei_chr_1:11540685..11546217#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000697|Echei_chr_7:19737165..19742637#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000703|Echei_chr_2:6205283..6213434#LTR/Gypsy	LTR	Gypsy	Athila	no	+	PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00000703|Echei_chr_7:5034905..5044477#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00000706|Echei_chr_5:11149335..11153691#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE
TE_00000708|Echei_chr_2:4153312..4158122#DNA/DTT	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000709|Echei_chr_3:10987123..10990240#DNA/DTM	LINE	unknown	unknown	unknown	-	ENDO|LINE RT|LINE
TE_00000710|Echei_chr_1:6444633..6454303#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000710|Echei_chr_1:6491051..6500734#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000710|Echei_chr_3:7822820..7832400#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000710|Echei_chr_4:12247559..12257191#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000710|Echei_chr_4:15137050..15146571#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000710|Echei_chr_6:1420896..1430482#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000710|Echei_chr_7:3351019..3361125#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000710|Echei_chr_8:5222698..5232312#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000718|Echei_chr_6:4655619..4661750#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila
TE_00000733|Echei_chr_8:6615468..6619908#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00000739|Echei_chr_6:3369529..3374574#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000742|Echei_chr_6:20359503..20364333#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000752|Echei_chr_1:11064508..11067770#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00000753|Echei_chr_8:15885611..15888443#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina CHD|Reina
TE_00000754|Echei_chr_7:5285827..5288869#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina PROT|Reina RH|Reina CHD|Reina
TE_00000756|Echei_chr_5:14718408..14729948#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila RT|Athila RH|Athila
TE_00000758|Echei_chr_3:5604506..5612960#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000758|Echei_chr_3:8541824..8556139#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000761|Echei_chr_7:1759301..1763910#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000764|Echei_chr_5:9216726..9218608#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina
TE_00000768|Echei_chr_4:4295834..4302458#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000770|Echei_chr_2:15025300..15030183#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000771|Echei_chr_4:20918705..20917471#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000782|Echei_chr_6:15713439..15719335#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM CHDCR|CRM
TE_00000794|Echei_chr_1:5333693..5338684#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000798|Echei_chr_2:8093636..8101832#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000802|Echei_chr_2:5395918..5404236#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000802|Echei_chr_2:6281073..6288248#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000802|Echei_chr_8:5560383..5567599#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
TE_00000803|Echei_chr_5:17570465..17571831#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina
TE_00000808|Echei_chr_5:21328135..21333006#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000809|Echei_chr_7:1210007..1215016#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000812|Echei_chr_5:12115668..12120632#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000812|Echei_chr_6:17020655..17025647#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000813|Echei_chr_7:10212114..10201420#DNA/Helitron	LTR	Copia	Angela	no	+	GAG|Angela PROT|Angela
TE_00000826|Echei_chr_1:7591766..7600877#LTR/unknown	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000826|Echei_chr_6:7030713..7039794#LTR/unknown	LTR	Gypsy	Athila	no	+	PROT|Athila
TE_00000828|Echei_chr_6:10356417..10362097#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_1:25536348..25541838#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_1:5620960..5626452#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_2:4047557..4053031#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_5:7059763..7065255#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_7:6468020..6473619#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_8:1216764..1222222#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_8:1247831..1253291#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_8:4360401..4366048#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_8:4375396..4381037#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000830|Echei_chr_8:8028936..8034426#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000837|Echei_chr_8:4839759..4844403#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000839|Echei_chr_1:10888938..10894095#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000839|Echei_chr_2:5495342..5500491#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000840|Echei_chr_1:6569911..6576618#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000840|Echei_chr_4:15399676..15406380#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	CHDCR|CRM GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
TE_00000840|Echei_chr_4:9159903..9166479#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000840|Echei_chr_5:17973617..17979760#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000840|Echei_chr_7:5000267..5006958#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000841|Echei_chr_4:9464398..9469256#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000843|Echei_chr_4:3311327..3317744#LTR/Copia	LTR	Copia	Bianca	yes	-	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000843|Echei_chr_4:3471274..3477691#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000847|Echei_chr_3:7010920..7020033#LTR/Gypsy	LTR	Gypsy	Athila	yes	-	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00000849|Echei_chr_1:5531947..5536702#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000851|Echei_chr_6:3461133..3466995#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
TE_00000852|Echei_chr_3:3930479..3933223#DNA/DTC	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000853|Echei_chr_1:8164996..8170117#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale INT|Ale RT|Ale RH|Ale
TE_00000860|Echei_chr_1:10561326..10568346#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000861|Echei_chr_1:8693584..8702415#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000861|Echei_chr_2:5253662..5269054#LTR/unknown	LTR	Copia	Angela	no	+	GAG|Angela PROT|Angela INT|Angela
TE_00000861|Echei_chr_2:5255001..5263757#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000861|Echei_chr_5:13953475..13962405#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000861|Echei_chr_5:15575897..15584770#LTR/Gypsy	LTR	Gypsy	Athila	no	+	PROT|Athila
TE_00000861|Echei_chr_6:4392569..4401371#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000861|Echei_chr_8:6647641..6656497#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000864|Echei_chr_2:3794318..3799331#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000864|Echei_chr_2:3812293..3817306#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000864|Echei_chr_6:14994148..14999162#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000869|Echei_chr_2:5109464..5117089#LTR/unknown	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000869|Echei_chr_6:5576489..5583670#LTR/unknown	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000869|Echei_chr_7:6107682..6121982#LTR/unknown	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000869|Echei_chr_7:6109854..6116536#LTR/unknown	LTR	Gypsy	Athila	no	-	PROT|Athila
TE_00000869|Echei_chr_8:5511581..5519352#LTR/unknown	LTR	Gypsy	Athila	no	-	PROT|Athila GAG|Athila
TE_00000877|Echei_chr_1:9431963..9436953#LTR/Gypsy	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
TE_00000877|Echei_chr_8:6956897..6961887#LTR/Gypsy	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
